************************************************
*    Row   *     el.UZ *      el.E *         1 *
*      505 * 0.5951830 * 473.08248 *         1 *
*      506 * 0.9990956 * 467.20111 *         1 *
*      507 * 0.2440575 * 512.52356 *         1 *
*      508 * 0.2757074 * 263.37957 *         1 *
*      509 * 0.8590479 * 617.10626 *         1 *
*      510 * 0.3015056 * 237.63865 *         1 *
*      511 * 0.4143746 * 464.13815 *         1 *
*      512 * -0.086902 * 256.34329 *         1 *
*      513 * 0.8595327 * 504.41687 *         1 *
*      514 * -0.828252 * 229.54095 *         1 *
*      515 * 0.9878056 * 635.76806 *         1 *
*      516 * 0.4755715 * 342.06594 *         1 *
*      517 * 0.2118843 * 316.74057 *         1 *
*      518 * 0.8878591 * 643.42517 *         1 *
*      519 * -0.483039 * 200.07605 *         1 *
*      520 * 0.7855425 * 570.95361 *         1 *
*      521 * 0.1871979 * 342.79821 *         1 *
*      522 * 0.2342809 * 348.35278 *         1 *
*      523 * 0.9829496 * 754.26208 *         1 *
*      524 * -0.653409 * 195.90571 *         1 *
*      525 * 0.7110792 * 759.62951 *         1 *
*      526 * 0.9187801 * 1028.5319 *         1 *
*      527 * 0.9992414 * 1066.0278 *         1 *
*      528 * -0.522589 * 254.15452 *         1 *
*      529 * 0.7225534 * 358.75439 *         1 *
*      530 * 0.3983254 * 298.70886 *         1 *
*      531 * -0.896591 * 170.48324 *         1 *
*      532 * -0.054452 * 315.71395 *         1 *
*      533 * 0.7292672 * 209.46530 *         1 *
*      534 * 0.8202913 * 932.89984 *         1 *
*      535 * 0.7578281 * 374.93026 *         1 *
*      536 * 0.2979536 * 203.84347 *         1 *
*      537 * 0.3472137 * 332.43307 *         1 *
*      538 * 0.9654583 * 663.57959 *         1 *
*      539 * -0.304566 * 321.12634 *         1 *
*      540 * 0.9158567 * 1008.1220 *         1 *
*      541 * 0.4034655 * 344.51324 *         1 *
*      542 * 0.9204962 * 716.55297 *         1 *
*      543 * -0.032966 * 195.35302 *         1 *
*      544 * 0.5802301 * 305.86605 *         1 *
*      545 * -0.786091 * 260.93859 *         1 *
*      546 * 0.9702507 * 227.65541 *         1 *
*      547 * -0.254679 * 211.99339 *         1 *
*      548 * 0.9227694 * 296.09954 *         1 *
*      549 * 0.9573748 * 274.33065 *         1 *
*      550 * 0.9995625 * 249.76071 *         1 *
*      551 * -0.458316 * 246.71391 *         1 *
*      552 * 0.9313034 * 299.10528 *         1 *
*      553 * -0.402736 * 281.32693 *         1 *
*      554 * 0.6458582 * 192.92224 *         1 *
*      555 *  0.187142 * 203.47012 *         1 *
*      556 * 0.8527559 * 921.92993 *         1 *
*      557 * -0.710670 * 340.67587 *         1 *
