************************************************
*    Row   *     el.UZ *      el.E *       wgt *
*      487 * -0.719462 *  312.7052 * 0.9717215 *
*      488 * 0.6944855 * 806.86566 *         1 *
*      489 * 0.8469000 * 658.66680 * 0.9681859 *
*      490 * -0.610316 * 198.09013 *         1 *
*      491 * 0.9232357 * 1039.6469 * 1.2799999 *
*      492 * 0.7851468 * 242.65713 * 1.2799999 *
*      493 * 0.6161057 * 269.24627 * 1.2799999 *
*      494 * 0.8332809 * 863.19342 *         1 *
*      495 * 0.6036579 * 673.49920 * 1.2799999 *
*      496 * 0.7128363 * 399.13436 * 1.2799999 *
*      497 * 0.5662484 * 544.79815 * 0.9677563 *
*      498 * 0.1219784 * 343.35028 * 0.9670187 *
*      499 * 0.8867112 * 766.70623 * 1.1644529 *
*      500 * 0.4603777 * 585.23382 * 0.9672780 *
*      501 * 0.6955822 * 565.36108 * 0.9674715 *
*      502 * 0.8089517 * 858.39733 * 0.9747679 *
*      503 * 0.8195029 * 737.70666 * 1.2799999 *
*      504 * 0.7783725 * 827.28497 * 0.9701642 *
*      505 * -0.869971 * 199.71052 *         1 *
*      506 * -0.134632 * 282.04595 *         1 *
*      507 * 0.0424068 * 463.82455 *         1 *
*      508 * 0.8682987 * 330.58712 *         1 *
*      509 * 0.2730569 * 401.82986 * 1.2799999 *
*      510 * 0.5633640 * 263.16668 * 1.2799999 *
*      511 * 0.9214887 * 931.36285 * 1.2799999 *
*      512 * 0.3139257 * 338.74380 * 0.9687647 *
*      513 * -0.129418 * 264.65539 * 1.2799999 *
*      514 * 0.9871147 * 1151.9858 * 0.9791553 *
*      515 * -0.048285 * 276.11422 * 1.2799999 *
*      516 * 0.7659615 * 679.78363 * 1.2799999 *
*      517 * 0.5615305 * 366.51315 * 1.2799999 *
*      518 * -0.736857 * 285.06713 * 1.2799999 *
*      519 * 0.9000893 * 840.80535 * 0.9697600 *
*      520 * 0.6771196 * 586.74029 * 0.9745820 *
*      521 * 0.2249008 * 361.74243 * 1.2799999 *
*      522 * 0.9675903 * 1027.5358 * 0.9673507 *
*      523 * 0.6983487 * 716.55664 * 0.9666339 *
*      524 * 0.1670730 * 235.57879 *         1 *
*      525 * 0.6605311 * 313.83429 *         1 *
*      526 * 0.6904356 * 555.85522 * 1.2799999 *
*      527 * 0.6670269 * 697.15039 * 1.2799999 *
*      528 * 0.4433522 * 291.28775 *         1 *
*      529 * 0.5366423 * 528.46972 * 1.2799999 *
*      530 * 0.4664828 * 580.42956 * 1.2799999 *
*      531 * 0.9594953 * 607.80316 *         1 *
*      532 * 0.0152529 * 339.54745 * 1.2799999 *
*      533 * 0.5823221 * 442.34225 * 1.2799999 *
*      534 * 0.2769126 * 474.95468 *         1 *
*      535 * 0.3098677 * 558.78454 * 1.2799999 *
*      536 * 0.2613193 * 435.17031 * 0.9666245 *
*      537 * 0.4200512 * 434.64251 * 1.2799999 *
*      538 * 0.9825193 * 774.44824 * 0.9796594 *
*      539 * 0.7811305 * 665.56323 *         1 *
*      540 * 0.9918830 * 1106.1102 * 0.9743115 *
*      541 * 0.8529354 * 519.72723 * 0.9675486 *
*      542 * 0.8449903 * 768.33721 * 0.9665043 *
*      543 * -0.024065 * 224.92713 *         1 *
*      544 * -0.249364 * 368.01620 * 1.2799999 *
*      545 * 0.9000481 * 309.29220 *         1 *
*      546 * 0.7469921 * 610.15350 * 1.2799999 *
*      547 * 0.8030865 * 801.26165 * 1.0484881 *
*      548 * -0.022663 * 300.00238 * 1.2799999 *
*      549 * 0.7772349 * 901.38867 * 1.2799999 *
*      550 * 0.7405389 * 794.17059 * 0.9773552 *
*      551 * -0.450667 * 294.62582 * 1.2799999 *
*      552 * 0.7737727 * 383.24148 * 1.2799999 *
*      553 * 0.3927173 * 551.79821 * 1.2799999 *
*      554 * 0.8885316 * 660.13421 * 1.2799999 *
*      555 * 0.9452365 * 982.56488 * 0.9712405 *
*      556 * 0.9752085 * 936.66149 * 1.2799999 *
*      557 * 0.8268586 * 999.47839 * 1.2799999 *
*      558 * 0.6756251 * 411.40341 * 1.2799999 *
*      559 * -0.133621 * 276.28784 * 1.2799999 *
*      560 * 0.7820044 * 594.33044 * 0.9710410 *
*      561 * 0.0703843 * 449.11889 * 0.9671981 *
*      562 * 0.8202888 * 868.70086 * 0.9679659 *
*      563 * 0.5050182 * 303.46539 * 1.2799999 *
*      564 * 0.9544231 * 1134.9132 * 1.2799999 *
*      565 * 0.4523814 * 644.58404 * 1.2799999 *
*      566 * -0.382011 * 246.08087 * 1.2799999 *
*      567 * -0.109229 * 312.92694 * 1.2799999 *
*      568 * 0.5567139 * 696.72576 * 1.2799999 *
*      569 * 0.2287601 * 338.35104 * 1.2799999 *
*      570 * 0.3160176 * 315.74508 * 1.2799999 *
*      571 * 0.7599891 * 751.22100 * 0.9662687 *
*      572 * 0.6001629 * 386.26269 * 0.9781508 *
*      573 * -0.424851 * 298.72866 * 1.2799999 *
*      574 * 0.1782291 * 532.35534 * 0.9696390 *
*      575 * -0.258105 * 179.69741 * 1.2799999 *
*      576 * 0.6359438 * 533.14300 * 1.0275756 *
*      577 * 0.9400315 * 835.56567 * 1.2799999 *
*      578 * 0.8945324 * 1013.4041 * 0.9691798 *
*      579 * 0.9418708 * 821.73248 * 1.2799999 *
*      580 * 0.2730155 * 401.94140 * 1.2799999 *
*      581 * 0.3427652 * 410.84399 * 1.2799999 *
*      582 * -0.509061 * 309.26974 * 1.2799999 *
*      583 * 0.5615332 * 459.85208 * 1.2799999 *
*      584 * 0.8331657 * 899.68542 * 1.1494840 *
*      585 * 0.4627115 * 425.01028 * 0.9690385 *
*      586 * 0.7939712 * 616.73730 * 0.9671537 *
*      587 * -0.088720 * 462.65924 *         1 *
*      588 * 0.7022772 * 502.17468 * 1.2799999 *
*      589 * 0.8744520 *  687.4198 *         1 *
*      590 * 0.6262413 * 801.73071 * 0.9751530 *
*      591 * -0.274222 * 370.28414 * 1.2799999 *
*      592 * 0.9418470 * 657.11450 * 0.9811412 *
*      593 * 0.9898765 * 1122.9781 * 1.2799999 *
*      594 * -0.127855 * 420.44497 * 1.2799999 *
*      595 * -0.110552 * 312.39190 * 0.9664933 *
*      596 * 0.0343577 * 235.01199 * 0.9677739 *
*      597 * 0.9730190 * 970.84240 *         1 *
*      598 * 0.8917121 * 1074.5487 * 0.9727404 *
*      599 * 0.7915044 * 633.62298 * 1.2799999 *
*      600 * 0.9534199 * 1141.8333 *         1 *
*      601 * 0.5033432 * 621.12091 * 0.9755744 *
*      602 * 0.8613888 * 958.86706 *         1 *
*      603 * 0.7406433 * 566.10559 * 0.9679321 *
*      604 * 0.5902218 * 597.40594 * 1.2799999 *
*      605 * 0.8528986 * 702.73040 *         1 *
*      606 * 0.9012309 * 1087.3757 * 0.9708746 *
*      607 * 0.2969950 * 608.56073 * 1.2799999 *
*      608 * -0.274295 * 263.50549 * 0.9658955 *
*      609 * 0.8134429 * 875.64929 * 0.9669708 *
*      610 * 0.8762047 * 665.01934 * 1.2799999 *
*      611 * 0.5370726 * 512.59314 * 1.2799999 *
*      612 * 0.6958691 * 837.77130 * 0.9679806 *
*      613 * 0.9530026 * 638.55596 * 1.2799999 *
*      614 * 0.5039672 * 446.64227 *         1 *
*      615 * 0.9382786 * 622.00860 * 0.9695210 *
*      616 * 0.0215591 * 329.65820 * 1.2799999 *
*      617 * -0.367806 * 168.78680 * 1.2799999 *
*      618 * 0.6018301 * 575.62811 * 1.2799999 *
*      619 * -0.239763 * 282.14151 * 0.9701222 *
*      620 * 0.6741334 * 325.83700 * 1.2799999 *
*      621 * 0.3036742 * 337.72323 * 1.2799999 *
*      622 * 0.9869530 * 949.65258 * 1.2799999 *
*      623 * 0.9604934 * 1018.3629 * 0.9738325 *
*      624 * -0.988881 * 187.75448 * 1.2799999 *
*      625 * 0.7844724 * 561.76617 * 1.2799999 *
*      626 * 0.4578150 * 555.61883 * 0.9701051 *
*      627 * 0.5023145 * 328.27298 * 1.2799999 *
*      628 * 0.8880663 * 938.30645 * 0.9693188 *
*      629 * 0.4062866 * 490.57537 * 1.2799999 *
*      630 * 0.6545248 *  756.9151 * 1.2799999 *
*      631 * -0.196407 * 283.60324 * 1.2799999 *
*      632 * 0.6453337 * 651.29443 * 1.2799999 *
*      633 * 0.6386604 * 532.33520 * 1.2799999 *
*      634 * 0.6448192 * 693.49621 * 1.0580763 *
*      635 * 0.6111460 * 463.55300 * 1.2799999 *
*      636 * 0.9184497 * 777.99676 * 1.2799999 *
*      637 * -0.337868 * 442.63409 * 1.2799999 *
*      638 * 0.0955856 * 455.91369 * 0.9672147 *
*      639 * -0.489367 * 243.56036 * 0.9763025 *
*      640 * 0.9012794 * 809.32019 * 1.2799999 *
*      641 * 0.5264241 * 636.49383 * 1.2799999 *
*      642 * 0.3782763 * 233.33694 * 0.9703084 *
*      643 * 0.0223462 * 349.73849 *         1 *
*      644 * 0.8685588 * 664.82397 * 1.2799999 *
*      645 * 0.6471432 * 621.88586 * 0.9681880 *
*      646 * 0.5983211 * 228.89196 * 0.9696970 *
*      647 * 0.5982185 * 422.56375 * 0.9667984 *
*      648 * 0.1262914 * 515.44519 *         1 *
*      649 * 0.5602011 * 707.72491 * 0.9688380 *
*      650 * -0.181372 * 419.03262 *         1 *
*      651 * 0.8845401 * 744.33630 * 1.2799999 *
*      652 * 0.8688910 * 870.84326 * 1.2799999 *
*      653 * 0.8826553 * 878.62609 * 1.2799999 *
*      654 * 0.6887624 * 762.26043 * 1.2799999 *
*      655 * 0.8343892 * 346.36084 * 0.9718394 *
*      656 * 0.8375167 * 879.47149 * 0.9678220 *
*      657 * 0.2170393 * 543.25860 * 0.9667962 *
*      658 * 0.5168913 * 582.93493 * 0.9698914 *
*      659 * 0.8580774 * 967.27148 * 1.2799999 *
*      660 * 0.3977849 * 435.88998 * 0.9667723 *
*      661 * 0.6729333 * 727.27288 *         1 *
*      662 * 0.8456157 *  900.1297 *         1 *
*      663 * 0.8811157 * 560.26312 * 0.9684039 *
*      664 * 0.8859086 * 906.60559 *         1 *
*      665 * 0.4469124 * 355.85250 * 1.2799999 *
*      666 * 0.4886703 * 700.22845 * 1.2799999 *
*      667 * 0.5523454 * 730.48828 * 1.2799999 *
*      668 * 0.7379080 * 629.44110 * 1.2799999 *
*      669 * 0.9294782 * 892.41662 * 1.2799999 *
*      670 * 0.4547410 * 650.29852 * 0.9700017 *
*      671 * 0.6730858 * 699.90911 * 1.2799999 *
*      672 * 0.6322579 * 817.44842 * 1.2799999 *
*      673 * 0.5139903 * 564.04461 * 0.9707164 *
*      674 * 0.6595726 * 243.65527 * 0.9668561 *
*      675 * 0.8801603 * 678.83831 * 1.2799999 *
*      676 * 0.7102576 * 648.43823 * 1.2799999 *
*      677 * 0.4463383 * 424.63055 * 1.2799999 *
*      678 * -0.187561 * 250.55761 * 1.2799999 *
*      679 * 0.7248137 * 710.49890 * 1.2799999 *
*      680 * 0.3519805 * 347.42150 * 1.2799999 *
*      681 * -0.120166 * 302.68579 * 1.2799999 *
*      682 * 0.6496044 * 772.34277 * 0.9709164 *
*      683 * 0.1958849 * 447.26141 * 1.2799999 *
*      684 * 0.6184709 * 587.37536 * 1.2799999 *
*      685 * 0.8034997 * 616.09454 * 1.2799999 *
*      686 * -0.206972 * 204.29676 * 0.9705724 *
*      687 * -0.031746 * 309.35626 * 1.2799999 *
*      688 * 0.9843434 * 563.71948 * 0.9982994 *
*      689 * 0.5871004 * 292.55328 * 1.2799999 *
*      690 * -0.820922 * 182.85679 * 1.2799999 *
*      691 * -0.255061 * 361.41668 * 1.2799999 *
*      692 * 0.6015476 * 520.65472 * 0.9702293 *
*      693 * -0.804167 * 307.76644 * 1.2799999 *
*      694 * 0.5975856 * 243.27798 * 1.2799999 *
*      695 * -0.907650 * 235.11459 * 1.2799999 *
*      696 * 0.3828209 * 445.97009 * 1.2799999 *
*      697 * -0.146843 * 301.13595 * 1.2799999 *
*      698 * 0.8613517 * 890.84521 * 1.2799999 *
*      699 * 0.7905869 * 744.62286 * 1.2799999 *
*      700 * 0.8230603 * 970.44891 * 1.2799999 *
*      701 * 0.9393644 * 971.54394 * 1.2799999 *
*      702 * 0.7300095 * 711.80725 * 1.2799999 *
*      703 * 0.8140054 * 770.73272 * 0.9724820 *
*      704 * -0.947705 * 215.85083 * 1.2799999 *
*      705 * 0.8285170 * 746.17291 *         1 *
*      706 * -0.157479 * 430.99676 * 0.9727111 *
*      707 * -0.115269 * 317.12771 * 1.2799999 *
*      708 * 0.8456094 * 1024.4382 * 0.9714834 *
*      709 * 0.8413046 * 985.99621 * 1.2799999 *
*      710 * 0.9615520 * 1110.4300 * 0.9737024 *
*      711 * -0.773484 * 152.95425 * 1.2799999 *
*      712 * 0.5152888 * 455.80307 * 1.2799999 *
*      713 * -0.082939 * 246.99067 * 1.2799999 *
*      714 * 0.9172998 * 697.06048 * 0.9696014 *
*      715 * 0.5006645 * 416.75625 * 1.2799999 *
*      716 * 0.7659447 * 755.51788 * 1.2799999 *
*      717 * 0.5906423 * 680.39514 * 1.2799999 *
*      718 * 0.8232911 *     653.5 *         1 *
*      719 * 0.3178906 * 567.88342 * 1.2799999 *
*      720 * 0.8970929 * 758.08288 * 1.2799999 *
*      721 * 0.7827708 * 629.81658 *         1 *
*      722 * -0.091872 * 307.31674 * 1.2799999 *
*      723 * 0.9361242 * 1099.9967 * 0.9691940 *
*      724 * 0.2812002 * 413.49319 * 0.9740130 *
*      725 * 0.2617803 * 305.74682 * 1.2799999 *
*      726 * 0.6628277 * 714.42059 * 0.9694742 *
*      727 * 0.9591560 * 1003.9663 *         1 *
*      728 * 0.7849565 * 445.17623 * 0.9726688 *
*      729 * 0.9192608 * 743.59082 * 0.9730600 *
*      730 * 0.4526266 * 626.65905 *         1 *
*      731 * 0.9112296 * 1093.1402 * 1.1208778 *
*      732 * -0.718521 * 338.27243 * 0.9668783 *
*      733 * -0.673772 * 277.78353 * 0.9686885 *
*      734 * -0.106604 * 294.56921 * 1.2799999 *
*      735 * 0.7071009 * 193.46641 * 0.9661470 *
*      736 * 0.4273993 * 496.56094 * 1.2799999 *
*      737 * 0.9275702 * 493.76126 * 1.2799999 *
*      738 * 0.8710139 * 728.86077 * 1.2799999 *
*      739 * -0.944975 * 211.25112 * 1.2799999 *
*      740 * 0.1003250 * 222.55175 *         1 *
*      741 * 0.7838994 * 640.69134 * 0.9690903 *
*      742 * -0.400109 * 324.52829 * 1.2799999 *
*      743 * -0.196384 * 301.38000 * 0.9712129 *
*      744 * 0.7554942 * 342.64688 * 1.2799999 *
*      745 * 0.4692327 * 377.15640 * 1.2799999 *
*      746 * -0.616306 * 256.08581 * 0.9679363 *
*      747 * 0.9652969 * 979.65399 * 0.9705283 *
*      748 * -0.524528 * 220.44068 * 1.2799999 *
*      749 * 0.3275721 * 507.46768 * 1.2799999 *
*      750 * 0.9457520 * 790.66595 * 0.9680899 *
*      751 * -0.983783 * 238.97145 * 0.9667373 *
*      752 * 0.3620518 * 389.85427 * 1.2799999 *
*      753 * 0.3789888 * 324.87902 * 1.2799999 *
*      754 * 0.5614683 * 359.21637 * 1.2799999 *
*      755 * 0.8793566 * 793.51544 * 0.9681524 *
*      756 * -0.640060 * 335.51312 * 1.2799999 *
*      757 * 0.6818386 * 622.65069 * 0.9718006 *
*      758 * 0.5665372 * 447.57601 *         1 *
*      759 * 0.5501701 * 692.26538 * 1.2799999 *
*      760 * 0.7988169 * 700.38891 * 0.9703273 *
*      761 * 0.9084298 * 831.25463 * 1.2799999 *
*      762 * -0.270025 * 271.93743 * 1.2799999 *
*      763 * 0.8204444 * 835.72454 * 0.9700913 *
*      764 * 0.8700067 * 898.45190 * 1.2799999 *
*      765 * 0.8430910 * 1019.1878 * 1.2799999 *
*      766 * 0.7132117 * 574.65692 * 1.2799999 *
*      767 * 0.9613980 * 1123.1164 * 1.2799999 *
*      768 * 0.9868320 * 1221.1256 * 1.2799999 *
*      769 * 0.6650302 * 416.04241 * 1.2799999 *
*      770 * 0.8070907 * 987.66735 * 0.9676374 *
*      771 * 0.8441417 * 276.59726 * 1.2799999 *
*      772 * 0.6188033 * 359.54742 * 1.2799999 *
*      773 * -0.385666 * 283.27612 * 0.9736957 *
*      774 * 0.7474312 * 499.81942 * 1.2799999 *
*      775 * 0.9519578 * 1032.3973 * 1.2799999 *
*      776 * 0.4039135 * 627.59100 *         1 *
*      777 * 0.2011378 * 378.88259 * 0.9674106 *
*      778 * 0.6037142 * 328.13284 * 0.9698232 *
*      779 * 0.0141952 * 280.03372 * 1.2799999 *
*      780 * 0.9225633 * 869.63171 * 1.2799999 *
*      781 * 0.7389554 * 681.05462 * 1.2799999 *
*      782 * 0.7800590 * 453.26889 * 1.2799999 *
*      783 * 0.7729220 * 327.34368 *         1 *
*      784 * 0.5325099 * 687.38354 *         1 *
*      785 * -0.035353 * 253.94731 * 1.2799999 *
*      786 * 0.8673216 * 847.06182 * 1.2799999 *
*      787 * 0.1527949 * 388.96447 * 1.2799999 *
*      788 * 0.7507257 * 370.65835 * 1.2799999 *
*      789 * 0.8183411 * 781.45092 *         1 *
*      790 * 0.8384780 * 455.97171 * 0.9674924 *
*      791 * 0.5466483 * 714.00372 * 0.9682905 *
*      792 * 0.6087654 * 349.23440 * 0.9685319 *
*      793 * 0.8739362 * 813.59448 * 0.8506810 *
*      794 * -0.504476 * 167.96568 * 1.2799999 *
*      795 * 0.7106062 * 407.92007 *         1 *
*      796 * 0.9749585 * 749.68432 * 0.9725865 *
*      797 * 0.7576375 * 875.19598 * 1.2799999 *
*      798 * 0.5595090 * 330.33764 * 1.2799999 *
*      799 * 0.4044189 * 487.70758 * 0.9663547 *
*      800 * -0.649570 * 300.76043 * 0.9716508 *
*      801 * 0.9677798 * 644.54852 * 1.2799999 *
*      802 * -0.318750 * 230.42738 * 0.9694024 *
*      803 * -0.107952 * 203.90409 * 1.2799999 *
*      804 * 0.4981832 * 350.75045 * 1.2799999 *
*      805 * 0.6130755 * 317.96807 * 1.2799999 *
*      806 * -0.869820 * 344.62634 * 0.9665270 *
*      807 * 0.8946197 * 940.06481 *         1 *
*      808 * 0.8936324 * 870.48034 * 1.2799999 *
*      809 * 0.6001719 * 499.64349 * 0.9708992 *
*      810 * -0.209855 * 189.55299 * 1.2799999 *
*      811 * 0.2973020 * 397.45434 * 0.9688786 *
*      812 * 0.9160823 * 507.96011 * 1.2799999 *
*      813 * 0.7254062 * 510.18579 * 1.2799999 *
*      814 * 0.8931776 * 694.38482 * 0.9680076 *
*      815 * -0.104669 * 253.44129 * 1.2799999 *
*      816 * 0.1056474 * 292.15350 * 0.9715731 *
*      817 * 0.7029125 * 713.67474 * 1.2799999 *
*      818 * -0.247223 * 292.81646 * 1.2799999 *
*      819 * 0.7805065 * 490.24636 * 1.2799999 *
*      820 * 0.8522431 * 1023.3436 *         1 *
*      821 * 0.8819341 * 542.07598 * 0.9672530 *
*      822 * 0.6602535 * 358.62789 * 1.2799999 *
*      823 * 0.9126949 * 843.36822 * 0.9675294 *
*      824 * 0.7321224 * 362.70556 *         1 *
*      825 * 0.7045633 * 669.67517 * 0.9681567 *
*      826 * -0.132798 * 405.89599 *         1 *
*      827 * 0.8887174 * 1088.1577 * 1.2799999 *
*      828 * 0.7814176 * 606.17736 * 0.9689194 *
*      829 * -0.289584 * 270.47055 * 1.2799999 *
*      830 * 0.9152750 * 312.52359 * 1.2799999 *
*      831 * 0.5157443 * 288.24633 * 1.2799999 *
*      832 * 0.7550993 * 913.63073 * 1.2799999 *
*      833 * -0.826710 * 168.42547 * 0.9677595 *
*      834 * 0.7472285 * 295.12616 * 0.9494931 *
*      835 * 0.6169213 * 589.39880 * 0.9664006 *
*      836 * 0.8185262 * 982.34783 * 1.2799999 *
*      837 * 0.7009614 * 524.24176 * 0.9711570 *
*      838 * 0.7422244 * 301.59689 * 1.2799999 *
*      839 * 0.5319684 * 517.81298 * 1.2799999 *
*      840 * 0.6159668 * 464.93954 * 0.9669502 *
*      841 * 0.7015777 * 642.33062 * 1.2799999 *
*      842 * 0.4618235 * 558.53942 * 0.9679182 *
*      843 * 0.7859089 * 902.87994 * 0.9696567 *
*      844 * 0.3679693 * 522.58630 * 0.9762503 *
*      845 * 0.9364401 * 760.61322 * 0.9694928 *
*      846 * 0.4128019 * 602.82257 * 0.9735959 *
*      847 * 0.7213046 * 719.87524 * 1.2799999 *
*      848 * 0.9723399 * 1061.9018 *         1 *
*      849 * 0.9196955 * 749.23022 * 0.9688473 *
*      850 * 0.3626799 * 630.83758 * 0.9694616 *
*      851 * 0.5479669 * 674.38671 * 1.2799999 *
*      852 * 0.1289559 * 280.63992 * 1.2799999 *
*      853 * 0.5857660 * 610.58093 * 1.2799999 *
*      854 * 0.7170421 * 466.74850 * 1.2799999 *
*      855 * -0.152409 * 308.81094 * 0.9727287 *
*      856 * 0.8181122 * 682.94561 * 0.9682471 *
*      857 * 0.6587659 * 485.10360 * 1.2799999 *
*      858 * 0.6083277 * 414.79611 * 1.2799999 *
*      859 * -0.377811 * 316.10577 * 0.9715502 *
*      860 * 0.8167943 * 813.47406 *         1 *
*      861 * -0.711891 * 354.67257 * 1.2799999 *
*      862 * 0.2134194 * 458.71551 * 1.2799999 *
*      863 * 0.8805377 * 1011.0206 *         1 *
*      864 * 0.6609181 * 819.74273 * 0.9698053 *
*      865 * -0.985696 * 162.44653 * 1.2799999 *
*      866 * 0.4816025 * 557.24823 *         1 *
*      867 * 0.3574104 * 289.76455 * 1.2799999 *
*      868 * 0.8497098 * 556.83898 * 0.9686074 *
*      869 * 0.9806407 * 336.45861 * 0.9728285 *
*      870 * 0.5898271 * 702.70172 * 0.9707404 *
*      871 * 0.9087067 * 1055.1909 * 1.2799999 *
*      872 * 0.6537328 * 440.62115 * 1.2799999 *
*      873 * 0.1486511 * 213.76135 *         1 *
*      874 * 0.8979973 * 1037.4420 * 0.9709619 *
*      875 * 0.8692618 * 910.58062 * 0.9689621 *
*      876 * 0.8457584 * 619.84332 * 1.0640521 *
*      877 * 0.8699943 * 813.91912 * 1.2799999 *
*      878 * 0.3110136 * 452.50402 * 0.9700765 *
*      879 * -0.725336 * 268.21569 * 0.9675884 *
*      880 * 0.6254182 * 570.26727 *         1 *
*      881 * 0.9238696 * 817.88464 * 1.2799999 *
*      882 * 0.4602103 * 597.27783 * 1.2799999 *
*      883 * -0.236374 * 307.14407 * 1.2799999 *
*      884 * 0.0194842 * 322.22421 * 1.2799999 *
*      885 * -0.032639 * 258.76937 * 0.7724779 *
*      886 * 0.7937000 * 383.63610 *         1 *
*      887 * 0.9541686 * 1008.2219 * 0.9711232 *
*      888 * 0.2773745 * 365.38400 * 1.2799999 *
*      889 * 0.8684222 * 753.62786 * 1.2799999 *
*      890 * 0.3886635 * 386.92660 * 1.2799999 *
*      891 * 0.9676327 * 848.12908 * 0.9767945 *
*      892 * 0.8727083 * 594.56176 * 0.9728321 *
*      893 * 0.4290522 * 371.80041 * 0.9669585 *
*      894 * 0.5040854 * 676.11932 * 1.2799999 *
*      895 * 0.9145944 * 824.74127 * 1.5809817 *
*      896 * 0.8318721 * 395.09283 * 0.9737806 *
*      897 * 0.2834657 * 463.86090 * 1.2799999 *
*      898 * 0.9104779 * 752.54126 *         1 *
*      899 * 0.8237618 *  1009.565 * 0.9746779 *
*      900 * 0.6091780 * 382.17147 *         1 *
*      901 * 0.8444812 * 804.64099 * 0.9704086 *
*      902 * 0.1318723 * 225.86511 *         1 *
*      903 * 0.8415759 * 856.59637 * 1.2799999 *
*      904 * 0.2385713 * 459.90774 * 1.2799999 *
*      905 * 0.3221729 * 235.59668 * 1.2799999 *
*      906 * 0.6521595 * 257.61010 * 1.2799999 *
*      907 * 0.6488989 * 610.23571 * 1.2799999 *
*      908 * 0.7175318 * 821.28234 * 0.6652161 *
*      909 * 0.8160963 * 676.99249 * 1.2799999 *
*      910 * -0.121019 * 262.87979 *         1 *
*      911 * -0.234778 * 355.26129 * 1.2799999 *
*      912 * 0.9505292 * 662.67358 * 1.2799999 *
*      913 * -0.409491 * 340.72283 * 1.2799999 *
*      914 * 0.9227404 * 922.76403 * 1.2799999 *
*      915 * 0.8085449 * 601.50750 * 1.2799999 *
*      916 * -0.746933 * 283.13089 * 1.2799999 *
*      917 * 0.2465005 * 384.82418 * 0.9722146 *
*      918 * 0.5480056 * 768.64392 * 1.2799999 *
*      919 * 0.8229551 * 687.69397 * 1.2799999 *
*      920 * 0.3204697 * 458.63153 * 1.2799999 *
*      921 * 0.9478190 * 860.35876 * 0.9665220 *
*      922 * -0.605113 * 345.04623 * 1.2799999 *
*      923 * 0.8217042 * 888.51007 *         1 *
*      924 * 0.8361270 * 767.05047 * 1.2799999 *
*      925 * -0.201517 * 198.63996 * 1.2799999 *
*      926 * 0.8375434 * 615.76904 * 1.2799999 *
*      927 * 0.7384940 * 425.79336 * 1.2799999 *
*      928 * -0.349616 * 176.32843 * 0.9686613 *
*      929 * 0.9819828 * 1183.9583 * 0.9682472 *
*      930 * 0.8404980 * 427.15191 * 1.2799999 *
*      931 * 0.6622586 * 740.94903 *         1 *
*      932 * 0.6793243 * 333.63848 * 0.9684137 *
*      933 * 0.9200308 * 450.10888 * 1.2799999 *
*      934 * 0.5664199 * 365.34542 * 0.9694141 *
*      935 * 0.8545498 * 545.49273 * 0.9728329 *
*      936 * -0.761491 * 184.34754 * 1.2799999 *
*      937 * 0.5764223 * 779.08258 * 1.2799999 *
*      938 * 0.9588461 * 869.91760 * 1.2799999 *
*      939 * -0.089929 * 219.51260 * 1.2799999 *
*      940 * 0.9050873 * 1014.4543 * 0.9702512 *
*      941 * -0.562740 * 244.07130 * 1.2799999 *
*      942 * 0.9105412 * 684.23846 * 0.9718441 *
*      943 * 0.4217382 * 201.91345 * 0.9677048 *
*      944 * 0.9493536 * 619.56695 * 1.2799999 *
*      945 * 0.6868550 * 645.97564 * 0.9687588 *
*      946 * 0.6349944 * 616.14776 * 0.9664939 *
*      947 * 0.4511955 * 468.33389 * 1.2799999 *
*      948 * 0.5217720 * 280.11456 * 1.2799999 *
*      949 * 0.4742716 * 500.80294 * 1.2799999 *
*      950 * -0.144489 * 262.92501 * 1.2799999 *
*      951 * 0.9611274 * 600.48669 * 0.9678702 *
*      952 * 0.9094028 * 615.84759 * 0.9781520 *
*      953 * 0.7463023 * 428.39300 * 0.9664364 *
